Hirdetéskod,Cím,Leírás,URL,Vételár,Egyéb költségek,Fizetendő magyarországi forgalomba helyezés esetén,Okmányok jellege,Szín,Állapot,Műszaki vizsga érvényes,Helyszín,Évjárat,Kilométeróra állása,Üzemanyag,Hajtás,Hengerűrtartalom,Teljesítmény,Sebességváltó fajtája,Klíma fajtája,Téli gumi méret,Nyári gumi méret,Saját tömeg,Felszereltség,Kivitel
14577801,OPEL ASTRA H 1.7 CDTI Cosmo,ELADÓ A KÉPEN LÁTHATÓ OPEL ASTRA H KOMBI FRISS MŰSZAKIVAL ÚJ AKKUMLÁTORRAL.,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_cosmo-14577801,899000,"","",Érvényes magyar okmányokkal,"",Normál,2021/7,,2005,230000,Dízel,Első kerék,1 686 cm³,101,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 365 kg,"ülésmagasság állítás, függönylégzsák, kikapcsolható légzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, ABS (blokkolásgátló), centrálzár, szervokormány, sebességfüggő szervókormány, elektromos ablak elöl, könnyűfém felni, színezett üveg, CD-s autórádió, 6 hangszóró",Kombi
14448278,OPEL ASTRA H Caravan 1.4 Essentia Magyarországi!!!,"Frsz: RDM-985 2008-as modellév, Magyarországon újonnan üzembe helyezett, második tulajdonos, rendszeresen karbantartott, 2 db. gyári kulcs, igény esetén friss műszaki vizsga, korának-, futásteljesítményének- és az árképzésnek megfelelő-, a képeken látható állapot. ---- Minden gépjármű a márkaszervizben bevzsgált ellenőrzött! ---- Hitelügyintézés, biztosításkötés, átírás ügyintézés és eredetvizsga helyben a nálunk vásárolt gépkocsikra!----- Nagyítsa ki a képeket és nézze meg HD minőségben ingyenesen! ----- Tisztelt Érdeklődők! Gépjárműveink megtekintése előtt, nyitvatartási időben is telefonos egyeztetés szükséges! ---- Jelen hirdetésben leírt tájékoztatás nem minősül a Polgári Törvényről szóló 2013. évi V. Törvény szerint ajánlattételnek, ezért nem fűződik hozzá ajánlati kötöttség sem!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_4_essentia_magyarorszagi-14448278,899000,"","",Érvényes magyar okmányokkal,Fehér,Normál,"",,2008,245800,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 280 kg,"ülésmagasság állítás, ISOFIX rendszer, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, fényszóró magasságállítás, elektromos ablak elöl, színezett üveg, ABS (blokkolásgátló), EBD/EBV (elektronikus fékerő-elosztó), indításgátló (immobiliser), centrálzár, sebességfüggő szervókormány, CD-s autórádió, kormányra szerelhető távirányító, 6 hangszóró",Kombi
14426514,OPEL ASTRA H 1.6 Enjoy,"kötelező szerviz elvégezve, szívósor, vízpumpa, gyújtás, hengerfejfedél (membrán miatt) cserélve. Autó beszámítás lehetséges!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_enjoy-14426514,899000,"","",Érvényes magyar okmányokkal,Pezsgő,Normál,2021/6,,2005,220000,Benzin,Első kerék,1 598 cm³,105,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 190 kg,"ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), centrálzár, szervokormány, elektromos ablak elöl, színezett üveg, CD-s autórádió",Kombi
13330542,OPEL ASTRA H 1.4 Enjoy,"KLIMA, ABS, 8LÉGZSÁK, JÓ ÁLLAPOTBAN, FRISS VIZSGA, EL. ABLAK, KARTÁMASZ, SZERVÓ KORM, HIFI, METÁL FÉNY, 2 KULCS, FÉNYSZORÓ MAGASSÁG ÁLL. TETŐCSOMAGTARTÓ . Budapest, Szlovák út 7. M3 és M0 csak 1 km-re! Szlovák úton kb. 2.000 autó!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_enjoy-13330542,899900,"","",Érvényes magyar okmányokkal,Sötétzöld (metál),Megkímélt,2020,,2005,179890,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 155 kg,"dönthető utasülések, ülésmagasság állítás, középső kartámasz, függönylégzsák, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, pótkerék, elektromos ablak elöl, elektromos tükör, színezett üveg, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, HIFI",Ferdehátú
14842940,OPEL ASTRA H 1.7 CDTI Essentia,"Magánszemélytől, rendszeresen szervizelt, karbantartott, kifogástalan műszaki állapot, menetteljesítmény. 1.7 turbó dízel 101 lóerő, 6 fokozatú manuális sebességváltóval. 16-os Rial könnyűfém felnivel, 205/55 16R Hankook Nyári gumikkal. Az autó szerviztörténetéről: - Rendszeres olaj és szűrő csere, légszűrő, gázolajszűrő - Kettős tömegű, kinyomó csapágy, kuplung szett - Elülső rugók, talpas csapszeg - Generátor dióda híd - Komplett gázpedál elektronika - Turbó nyomásszabályzó szelep. Amennyiben a hirdetés felkeltette az érdeklődését, keressen telefonon: 06 70/614-6334",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_essentia-14842940,899990,"","",Érvényes magyar okmányokkal,"",Normál,2020/9,,2005,248498,Dízel,Első kerék,1 686 cm³,101,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 365 kg,"tolatóradar, ABS (blokkolásgátló), centrálzár, szervokormány, tempomat, pótkerék, ködlámpa, elektromos ablak elöl, elektromos tükör, könnyűfém felni, színezett üveg, vonóhorog, függönylégzsák, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, fedélzeti komputer, CD-s autórádió, MP3 lejátszás",Kombi
14840197,OPEL ASTRA H Caravan 1.3 CDTI Cosmo MAGYARORSZÁGI!!!!,MAGYARORSZÁGI FORGALOMBAHELYEZÉSŰ!,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_3_cdti_cosmo_magyarorszagi-14840197,899999,"","",Érvényes magyar okmányokkal,Fehér,Normál,2021/2,,2007,179698,Dízel,Első kerék,1 248 cm³,90,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 280 kg,"állítható hátsó ülések, dönthető utasülések, plüss kárpit, ülésmagasság állítás, multifunkciós kormánykerék, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, riasztó, szervokormány, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, CD-s autórádió, 4 hangszóró",Kombi
14775630,OPEL ASTRA H 1.3 CDTI Essentia,Opel Astra H Gyártási év 2008 12. Hó Műszaki vizsga Futásteljesítmény Motor. 1.3 TDCi Füstmentes motor erős dinamikus Koppanás mentes feszes futómű Újszerű kopásmentes utastér Jéghideg klíma Elektromos ablak Elektromos visszapillantó Visszapillantó parkolásnál behajlik Multikormány Végig vezetett szervizkönyves Törzskönyves És még sorolhatnám az autóban lévő extrákat minden működik az autóban egész nap megtekinthető a gépjármű napi használatban További információ,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_3_cdti_essentia-14775630,899999,"","",Érvényes magyar okmányokkal,Szürke (metál),Kitűnő,2021/7,,2008,249800,Dízel,Első kerék,1 248 cm³,90,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 230 kg,"dönthető utasülések, plüss kárpit, ülésmagasság állítás, középső kartámasz, automatikusan sötétedő belső tükör, multifunkciós kormánykerék, állítható combtámasz, függönylégzsák, hátsó oldal légzsák, ISOFIX rendszer, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, térdlégzsák, állítható kormány, fedélzeti komputer, pótkerék, automatikusan sötétedő külső tükör, fűthető szélvédő, elektromosan behajtható külső tükrök, ködlámpa, xenon fényszóró, esőszenzor, fényszórómosó, gyalogos légzsák, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), guminyomás-ellenőrző rendszer, indításgátló (immobiliser), centrálzár, riasztó, szervokormány, tempomat, CD-s autórádió, bluetooth-os kihangosító, MP4 lejátszás, gyári erősítő, 6 hangszóró",Ferdehátú
14545535,OPEL ASTRA H Caravan 1.4 Enjoy,"",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_4_enjoy-14545535,899999,"","",Érvényes magyar okmányokkal,Ezüst (metál),Megkímélt,2021/4,,2005,240000,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Automata klíma,"",195/65 R 15,1 280 kg,"ülésmagasság állítás, deréktámasz, függönylégzsák, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ESP (menetstabilizátor), fékasszisztens, centrálzár, szervokormány, tempomat, ködlámpa, bi-xenon fényszóró, esőszenzor, elektromos ablak elöl, elektromos tükör, színezett üveg, AUX csatlakozó",Kombi
13661125,OPEL ASTRA H Caravan 1.3 CDTI Enjoy,"AZ AUTO KILÓMÉTER ÓRA ÁLLÁSÁÉRT FELELŐSSÉGET VÁLLALUNK! NEM ENGEDÜNK TELEPHELYÜNKRE KÉTES EREDETŰ, NEPPEREK ÁLTAL FORGALMAZOTT AUTÓKAT. Nincs lehetetlen csak tehetetlen! Saját szervIz, INGYENES garancia szolgáltatással.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_3_cdti_enjoy-13661125,899999,"","",Érvényes magyar okmányokkal,Fehér,Megkímélt,2020/2,,2009,260000,Dízel,Első kerék,1 248 cm³,90,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 280 kg,"állítható hátsó ülések, dönthető utasülések, ülésmagasság állítás, automatikusan sötétedő belső tükör, függönylégzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, esőszenzor, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, CD-s autórádió",Kombi
14837479,OPEL ASTRA H 1.9CDTi opc 150 le,"Ex taxi eladó, autocsere miatt, új kettőstömegű lendkerék, új kuplung, rendszeresen karbantartott. A belseje full bőr, az anyosülés háttámláján a perforált rész kiszakadt!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_9cdti_opc_150_le-14837479,900000,"","",Érvényes magyar okmányokkal,Fehér,Normál,2021/5,,2009,440000,Dízel,Első kerék,1 910 cm³,150,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",205/55 R 16,"","ABS (blokkolásgátló), ESP (menetstabilizátor), APS (parkolóradar), centrálzár, szervokormány, tempomat, chiptuning, függönylégzsák, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, esőszenzor, fényszórómosó, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg",Kombi
14829230,OPEL ASTRA H 1.6 Enjoy,"Cserére szorul: olajszimt érzékelő, katalizátor, lambdaszonda",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_enjoy-14829230,900000,"","",Érvényes magyar okmányokkal,Szürke,Normál,2020/9,,2006,243589,Benzin,Első kerék,1 598 cm³,105,Manuális (5 fokozatú) sebességváltó,Automata klíma,205/55 R 16,205/55 R 16,1 190 kg,"ülésmagasság állítás, középső kartámasz, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, fűthető szélvédő, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, centrálzár, riasztó, szervokormány, rádió, CD-s autórádió, MP3 lejátszás",Ferdehátú
14797575,OPEL ASTRA H 1.7 CDTI Essentia,"Eladó a képen látható 2006-os 1.7-es CDTI motoros Opel Astra H személy autó. Motor, váltó, futómű jó. Az autó Debrecenben található. irányár 900000ft érdeklődni 0630 160-2264",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_essentia-14797575,900000,"","",Érvényes magyar okmányokkal,Fekete,Normál,2019/12,,2006,230000,Dízel,Első kerék,1 686 cm³,101,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 290 kg,"ülésmagasság állítás, multifunkciós kormánykerék, függönylégzsák, oldallégzsák, vezetőoldali légzsák, állítható kormány, esőszenzor, elektromos tükör, fűthető tükör, centrálzár, CD-s autórádió, 4 hangszóró",Ferdehátú
14780811,OPEL ASTRA H 1.4 Enjoy,"",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_enjoy-14780811,900000,"","",Érvényes magyar okmányokkal,Világosszürke,Megkímélt,2021/6,,2007,311005,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 230 kg,"állítható kormány, centrálzár, szervokormány, elektromos ablak elöl, vonóhorog, CD-s autórádió, bluetooth-os kihangosító, USB csatlakozó, 2 hangszóró",Ferdehátú
14756615,OPEL ASTRA H 1.3 CDTI Cosmo Easytronic,A jobb első ajtón nekinyitásból származó sérülés található. A vezérlés 140000 km-nél cserélve lett.,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_3_cdti_cosmo_easytronic-14756615,900000,"","",Érvényes magyar okmányokkal,Fekete,Megkímélt,2021/8,,2007,162000,Dízel,Első kerék,1 248 cm³,90,Szekvenciális (6 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 230 kg,"fűthető ülés, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, centrálzár, szervokormány, elektromos ablak elöl, CD-s autórádió",Ferdehátú
14751477,OPEL ASTRA H 1.4 Enjoy TEMPOMAT!,"SZIGORÚ HATÓSÁGI VIZSGA UTÁN JÓ ÁLLAPOTBAN SZEKSZÁRDON ELADÓ MEGBÍZHATÓ BENZINES H ASTRA! AZ AUTÓ SZAKMŰHELYBEN ÁTVIZSGÁLTATHATÓ! Kérésre további képeket tudunk küldeni e-mail-ben vagy a következő VIBER számon: +3620 322 5915 (csak üzenet) ÉRDEKLŐHET E-MAILBEN VAGY TELEFONON IS, KÉRJEN INGYENES VISSZAHÍVÁST VAGY KERESHET BENNÜNKET VEZETÉKES TELEFONON IS: 0674-700-809! A NÁLUNK VÁSÁROLT AUTÓK HITEL- ÉS BIZTOSÍTÁS ÜGYINTÉZÉSÉT TERMÉSZETESEN TELJESEN INGYENESEN VÉGEZZÜK! Hirdetéseinket folyamatosan frissítjük, ha pár nap múlva nem találná ezt az autót, érdemes telefonálni! HITELRE VÁSÁROLT AUTÓJA IS EGYBŐL A SAJÁT NEVÉRE KERÜL, NEM A BANKÉ LESZ! Köszönjük, hogy elolvasta hirdetésünket!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_enjoy_tempomat-14751477,900000,"","",Érvényes magyar okmányokkal,Fekete (metál),Normál,2019/12,,2005,199900,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Automata klíma,"",195/65 R 15,1 155 kg,"dönthető utasülések, ülésmagasság állítás, multifunkciós kormánykerék, függönylégzsák, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, ABS (blokkolásgátló), EBD/EBV (elektronikus fékerő-elosztó), indításgátló (immobiliser), centrálzár, szervokormány, fényszóró magasságállítás, elektromos ablak elöl, fűthető tükör, CD-s autórádió, kormányra szerelhető távirányító, 6 hangszóró",Ferdehátú
14700521,OPEL ASTRA H 1.7 CDTI Enjoy,"Magánszemélytől eladó, garázsban tartott, lemezfelnire szerelt téli gumi garnitúrával, az autóban nem dohányoztak.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_enjoy-14700521,900000,"","",Érvényes magyar okmányokkal,Pezsgő,Normál,2021/2,,2007,293000,Dízel,Első kerék,1 686 cm³,101,Manuális (5 fokozatú) sebességváltó,Automata klíma,195/65 R 15,205/55 R 16,1 230 kg,"középső kartámasz, hűthető kesztyűtartó, deréktámasz, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), centrálzár, szervokormány, tempomat, CD-s autórádió, AUX csatlakozó, MP3 lejátszás, 7 hangszóró",Ferdehátú
14247266,OPEL ASTRA H 1.3 CDTI Enjoy Easytronic Sport,"",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_3_cdti_enjoy_easytronic_sport-14247266,900000,"","",Érvényes magyar okmányokkal,"",Megkímélt,2020/9,,2008,263127,Dízel,Első kerék,1 248 cm³,90,Szekvenciális (6 fokozatú) sebességváltó,Manuális klíma,225/65 R 16,225/65 R 16,1 230 kg,"középső kartámasz, multifunkciós kormánykerék, deréktámasz, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, ABS (blokkolásgátló), ASR (kipörgésgátló), centrálzár, szervokormány, ködlámpa, xenon fényszóró, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, könnyűfém felni, színezett üveg, CD-s autórádió, MP3 lejátszás, 5 hangszóró",Ferdehátú
14615655,OPEL ASTRA H 1.6 Classic III,"Klíma, tolatóradar, multikormány, 2 kulcs",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_classic_iii-14615655,910000,"","",Érvényes magyar okmányokkal,Fehér,Normál,2020/12,,2012,261000,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,Automata klíma,"",195/65 R 15,1 290 kg,"dönthető utasülések, ülésmagasság állítás, multifunkciós kormánykerék, deréktámasz, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, tolatóradar, ABS (blokkolásgátló), ASR (kipörgésgátló), centrálzár, szervokormány, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, CD-s autórádió",Ferdehátú
14815182,OPEL ASTRA H 1.7 CDTI Enjoy Z17 dth. Isuzu motoros,"",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_enjoy_z17_dth_isuzu_motoros-14815182,920000,"","",Érvényes magyar okmányokkal,Ezüst (metál),Kitűnő,2020/11,,2004,203000,Dízel,Első kerék,1 686 cm³,101,Manuális (6 fokozatú) sebességváltó,Manuális klíma,205/55 R 16,205/55 R 16,1 365 kg,"ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, hátsó oldal légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), centrálzár, szervokormány, tempomat, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, CD-s autórádió, MP3 lejátszás, 6 hangszóró",Kombi
